IdEnrollment;Grade;StudentId;CourseId
1662;16;24;29
1663;12;24;30
1664;5;24;31
1665;10;24;32
1666;18;24;33
1667;19;24;34
1668;14;24;35
1669;7;24;36
1670;16;24;37
1671;9;24;38
1672;6;24;39
1673;19;24;40
1674;20;24;41
1675;6;24;42
1676;15;24;43
1677;14;24;44
1678;8;24;45
1679;16;24;46
1680;8;24;47
1681;5;24;48
1682;7;24;49
1683;15;24;50
1684;15;24;51
1685;5;24;52
1686;19;24;53
1687;17;24;54
1688;12;24;55
1689;8;24;56
1690;4;24;57
1691;19;24;58
1692;8;24;59
1693;8;24;60
1694;10;24;61
1695;15;24;62
1696;4;24;63
1697;14;24;64
1698;20;24;65
1699;20;24;66
1700;14;24;67
1701;10;24;68
1702;19;24;69
1703;15;24;70
1704;14;24;71
1705;12;25;1
1706;5;25;2
1707;4;25;3
1708;13;25;4
1709;10;25;5
1710;15;25;6
1711;18;25;7
1712;11;25;8
1713;15;25;9
1714;18;25;10
1715;8;25;11
1716;13;25;12
1717;14;25;13
1718;9;25;14
1719;5;25;15
1720;13;25;16
1721;20;25;17
1722;5;25;18
1723;20;25;19
1724;4;25;20
1725;5;25;21
1726;12;25;22
1727;14;25;23
1728;16;25;24
1729;19;25;25
1730;12;25;26
1731;18;25;27
1732;8;25;28
1733;15;25;29
1734;7;25;30
1735;12;25;31
1736;15;25;32
1737;20;25;33
1738;5;25;34
1739;12;25;35
1740;10;25;36
1741;8;25;37
1742;12;25;38
1743;4;25;39
1744;13;25;40
1745;12;25;41
1746;20;25;42
1747;20;25;43
1748;9;25;44
1749;5;25;45
1750;20;25;46
1751;15;25;47
1752;13;25;48
1753;6;25;49
1754;16;25;50
1755;10;25;51
1756;9;25;52
1757;11;25;53
1758;13;25;54
1759;16;25;55
1760;20;25;56
1761;16;25;57
1762;12;25;58
1763;5;25;59
1764;6;25;60
1765;13;25;61
1766;13;25;62
1767;11;25;63
1768;18;25;64
1769;5;25;65
1770;10;25;66
1771;9;25;67
1772;11;25;68
1773;14;25;69
1774;8;25;70
1775;12;25;71
1776;10;26;1
1777;10;26;2
1778;8;26;3
1779;7;26;4
1780;8;26;5
1781;16;26;6
1782;4;26;7
1783;6;26;8
1784;9;26;9
1785;13;26;10
1786;12;26;11
1787;12;26;12
1788;7;26;13
1789;19;26;14
1790;18;26;15
1791;13;26;16
1792;8;26;17
1793;10;26;18
1794;11;26;19
1795;5;26;20
1796;17;26;21
1797;19;26;22
1798;4;26;23
1799;6;26;24
1800;10;26;25
1801;15;26;26
1802;11;26;27
1803;6;26;28
1804;16;26;29
1805;12;26;30
1806;15;26;31
1807;4;26;32
1808;19;26;33
1809;15;26;34
1810;8;26;35
1811;14;26;36
1812;11;26;37
1813;4;26;38
1814;17;26;39
1815;6;26;40
1816;7;26;41
1817;5;26;42
1818;16;26;43
1819;4;26;44
1820;4;26;45
1821;19;26;46
1822;16;26;47
1823;19;26;48
1824;12;26;49
1825;19;26;50
1826;15;26;51
1827;13;26;52
1828;8;26;53
1829;8;26;54
1830;11;26;55
1831;12;26;56
1832;5;26;57
1833;16;26;58
1834;8;26;59
1835;12;26;60
1836;5;26;61
1837;18;26;62
1838;20;26;63
1839;8;26;64
1840;14;26;65
1841;17;26;66
1842;13;26;67
1843;6;26;68
1844;10;26;69
1845;9;26;70
1846;18;26;71
1847;14;27;1
1848;14;27;2
1849;13;27;3
1850;19;27;4
1851;10;27;5
1852;17;27;6
1853;10;27;7
1854;15;27;8
1855;19;27;9
1856;12;27;10
1857;10;27;11
1858;16;27;12
1859;8;27;13
1860;10;27;14
1861;15;27;15
1862;14;27;16
1863;18;27;17
1864;6;27;18
1865;16;27;19
1866;16;27;20
1867;10;27;21
1868;8;27;22
1869;12;27;23
1870;14;27;24
1871;5;27;25
1872;15;27;26
1873;15;27;27
1874;16;27;28
1875;20;27;29
1876;11;27;30
1877;9;27;31
1878;14;27;32
1879;13;27;33
1880;7;27;34
1881;18;27;35
1882;8;27;36
1883;13;27;37
1884;17;27;38
1885;13;27;39
1886;14;27;40
1887;18;27;41
1888;20;27;42
1889;8;27;43
1890;5;27;44
1891;13;27;45
1892;19;27;46
1893;6;27;47
1894;10;27;48
1895;5;27;49
1896;5;27;50
1897;9;27;51
1898;7;27;52
1899;6;27;53
1900;4;27;54
1901;19;27;55
1902;12;27;56
1903;10;27;57
1904;14;27;58
1905;8;27;59
1906;18;27;60
1907;11;27;61
1908;9;27;62
1909;9;27;63
1910;19;27;64
1911;10;27;65
1912;9;27;66
1913;16;27;67
1914;14;27;68
1915;18;27;69
1916;14;27;70
1917;7;27;71
1918;7;28;1
1919;16;28;2
1920;15;28;3
1921;7;28;4
1922;18;28;5
1923;4;28;6
1924;20;28;7
1925;8;28;8
1926;12;28;9
1927;17;28;10
1928;9;28;11
1929;18;28;12
1930;10;28;13
1931;6;28;14
1932;12;28;15
1933;20;28;16
1934;12;28;17
1935;13;28;18
1936;20;28;19
1937;20;28;20
1938;13;28;21
1939;10;28;22
1940;6;28;23
1941;12;28;24
1942;8;28;25
1943;9;28;26
1944;14;28;27
1945;11;28;28
1946;19;28;29
1947;9;28;30
1948;17;28;31
1949;16;28;32
1950;19;28;33
1951;19;28;34
1952;20;28;35
1953;8;28;36
1954;16;28;37
1955;8;28;38
1956;18;28;39
1957;11;28;40
1958;14;28;41
1959;10;28;42
1960;6;28;43
1961;11;28;44
1962;6;28;45
1963;6;28;46
1964;14;28;47
1965;19;28;48
1966;6;28;49
1967;10;28;50
1968;11;28;51
1969;14;28;52
1970;6;28;53
1971;9;28;54
1972;7;28;55
1973;18;28;56
1974;19;28;57
1975;15;28;58
1976;20;28;59
1977;16;28;60
1978;16;28;61
1979;7;28;62
1980;18;28;63
1981;20;28;64
1982;4;28;65
1983;5;28;66
1984;15;28;67
1985;9;28;68
1986;4;28;69
1987;10;28;70
1988;19;28;71
1989;6;29;1
1990;7;29;2
1991;20;29;3
1992;4;29;4
1993;8;29;5
1994;12;29;6
1995;19;29;7
1996;8;29;8
1997;7;29;9
1998;12;29;10
1999;8;29;11
2000;14;29;12
2001;7;29;13
2002;16;29;14
2003;16;29;15
2004;17;29;16
2005;17;29;17
2006;5;29;18
2007;17;29;19
2008;8;29;20
2009;19;29;21
2010;17;29;22
2011;6;29;23
2012;19;29;24
2013;16;29;25
2014;17;29;26
2015;19;29;27
2016;11;29;28
2017;16;29;29
2018;17;29;30
2019;5;29;31
2020;10;29;32
2021;14;29;33
2022;11;29;34
2023;13;29;35
2024;9;29;36
2025;11;29;37
2026;15;29;38
2027;6;29;39
2028;11;29;40
2029;5;29;41
2030;14;29;42
2031;6;29;43
2032;11;29;44
2033;10;29;45
2034;7;29;46
2035;9;29;47
2036;12;29;48
2037;9;29;49
2038;7;29;50
2039;15;29;51
2040;10;29;52
2041;15;29;53
2042;19;29;54
2043;14;29;55
2044;17;29;56
2045;11;29;57
2046;8;29;58
2047;20;29;59
2048;14;29;60
2049;20;29;61
2050;14;29;62
2051;4;29;63
2052;20;29;64
2053;14;29;65
2054;14;29;66
2055;7;29;67
2056;15;29;68
2057;12;29;69
2058;5;29;70
2059;19;29;71
2060;6;30;1
2061;9;30;2
2062;11;30;3
2063;6;30;4
2064;17;30;5
2065;17;30;6
2066;17;30;7
2067;20;30;8
2068;16;30;9
2069;20;30;10
2070;14;30;11
2071;19;30;12
2072;14;30;13
2073;13;30;14
2074;20;30;15
2075;15;30;16
2076;5;30;17
2077;11;30;18
2078;19;30;19
2079;18;30;20
2080;7;30;21
2081;20;30;22
2082;13;30;23
2083;12;30;24
2084;17;30;25
2085;7;30;26
2086;13;30;27
2087;16;30;28
2088;8;30;29
2089;4;30;30
2090;9;30;31
2091;9;30;32
2092;6;30;33
2093;13;30;34
2094;10;30;35
2095;5;30;36
2096;9;30;37
2097;12;30;38
2098;19;30;39
2099;9;30;40
2100;15;30;41
2101;16;30;42
2102;14;30;43
2103;17;30;44
2104;17;30;45
2105;7;30;46
2106;5;30;47
2107;19;30;48
2108;12;30;49
2109;14;30;50
2110;9;30;51
2111;10;30;52
2112;17;30;53
2113;11;30;54
2114;9;30;55
2115;4;30;56
2116;8;30;57
2117;14;30;58
2118;7;30;59
2119;13;30;60
2120;17;30;61
2121;10;30;62
2122;17;30;63
2123;20;30;64
2124;13;30;65
2125;17;30;66
2126;17;30;67
2127;16;30;68
2128;14;30;69
2129;16;30;70
2130;6;30;71
2131;17;31;1
2132;17;31;2
2133;12;31;3
2134;4;31;4
2135;18;31;5
2136;8;31;6
2137;20;31;7
2138;18;31;8
2139;4;31;9
2140;8;31;10
2141;10;31;11
2142;17;31;12
2143;7;31;13
2144;5;31;14
2145;6;31;15
2146;20;31;16
2147;7;31;17
2148;9;31;18
2149;7;31;19
2150;13;31;20
2151;15;31;21
2152;15;31;22
2153;17;31;23
2154;15;31;24
2155;7;31;25
2156;16;31;26
2157;15;31;27
2158;7;31;28
2159;12;31;29
2160;19;31;30
2161;15;31;31
2162;5;31;32
2163;16;31;33
2164;13;31;34
2165;7;31;35
2166;11;31;36
2167;7;31;37
2168;18;31;38
2169;9;31;39
2170;5;31;40
2171;13;31;41
2172;8;31;42
2173;18;31;43
2174;14;31;44
2175;12;31;45
2176;5;31;46
2177;5;31;47
2178;7;31;48
2179;10;31;49
2180;4;31;50
2181;19;31;51
2182;11;31;52
2183;5;31;53
2184;10;31;54
2185;15;31;55
2186;14;31;56
2187;12;31;57
2188;17;31;58
2189;20;31;59
2190;11;31;60
2191;13;31;61
2192;5;31;62
2193;18;31;63
2194;10;31;64
2195;20;31;65
2196;12;31;66
2197;13;31;67
2198;12;31;68
2199;7;31;69
2200;17;31;70
2201;5;31;71
2202;12;32;1
2203;14;32;2
2204;19;32;3
2205;16;32;4
2206;7;32;5
2207;10;32;6
2208;6;32;7
2209;10;32;8
2210;4;32;9
2211;20;32;10
2212;14;32;11
2213;16;32;12
2214;5;32;13
2215;12;32;14
2216;17;32;15
2217;9;32;16
2218;10;32;17
2219;6;32;18
2220;8;32;19
2221;7;32;20
2222;17;32;21
2223;7;32;22
2224;11;32;23
2225;4;32;24
2226;19;32;25
2227;13;32;26
2228;19;32;27
2229;11;32;28
2230;19;32;29
2231;9;32;30
2232;17;32;31
2233;14;32;32
2234;14;32;33
2235;12;32;34
2236;13;32;35
2237;13;32;36
2238;13;32;37
2239;19;32;38
2240;4;32;39
2241;14;32;40
2242;6;32;41
2243;12;32;42
2244;13;32;43
2245;17;32;44
2246;18;32;45
2247;4;32;46
2248;6;32;47
2249;13;32;48
2250;14;32;49
2251;4;32;50
2252;7;32;51
2253;7;32;52
2254;11;32;53
2255;11;32;54
2256;18;32;55
2257;19;32;56
2258;15;32;57
2259;14;32;58
2260;11;32;59
2261;17;32;60
2262;13;32;61
2263;11;32;62
2264;6;32;63
2265;4;32;64
2266;18;32;65
2267;20;32;66
2268;18;32;67
2269;9;32;68
2270;16;32;69
2271;16;32;70
2272;9;32;71
2273;6;33;1
2274;9;33;2
2275;9;33;3
2276;5;33;4
2277;11;33;5
2278;4;33;6
2279;14;33;7
2280;14;33;8
2281;4;33;9
2282;7;33;10
2283;16;33;11
2284;5;33;12
2285;11;33;13
2286;18;33;14
2287;20;33;15
2288;16;33;16
2289;10;33;17
2290;16;33;18
2291;5;33;19
2292;19;33;20
2293;4;33;21
2294;19;33;22
2295;11;33;23
2296;8;33;24
2297;16;33;25
2298;8;33;26
2299;17;33;27
2300;13;33;28
2301;7;33;29
2302;4;33;30
2303;17;33;31
2304;18;33;32
2305;6;33;33
2306;19;33;34
2307;11;33;35
2308;19;33;36
2309;5;33;37
2310;12;33;38
2311;15;33;39
2312;6;33;40
2313;8;33;41
2314;12;33;42
2315;18;33;43
2316;12;33;44
2317;13;33;45
2318;5;33;46
2319;4;33;47
2320;18;33;48
2321;8;33;49
2322;18;33;50
2323;5;33;51
2324;18;33;52
2325;15;33;53
2326;13;33;54
2327;4;33;55
2328;8;33;56
2329;12;33;57
2330;18;33;58
2331;7;33;59
2332;5;33;60
2333;5;33;61
2334;13;33;62
2335;20;33;63
2336;9;33;64
2337;8;33;65
2338;13;33;66
2339;13;33;67
2340;18;33;68
2341;10;33;69
2342;19;33;70
2343;9;33;71
2344;19;34;1
2345;18;34;2
2346;14;34;3
2347;20;34;4
2348;6;34;5
2349;10;34;6
2350;6;34;7
2351;9;34;8
2352;20;34;9
2353;18;34;10
2354;7;34;11
2355;4;34;12
2356;8;34;13
2357;10;34;14
2358;15;34;15
2359;7;34;16
2360;12;34;17
2361;18;34;18
2362;6;34;19
2363;7;34;20
2364;11;34;21
2365;12;34;22
2366;6;34;23
2367;18;34;24
2368;15;34;25
2369;17;34;26
2370;13;34;27
2371;19;34;28
2372;10;34;29
2373;9;34;30
2374;5;34;31
2375;7;34;32
2376;20;34;33
2377;17;34;34
2378;18;34;35
2379;11;34;36
2380;17;34;37
2381;13;34;38
2382;7;34;39
2383;8;34;40
2384;12;34;41
2385;15;34;42
2386;9;34;43
2387;15;34;44
2388;8;34;45
2389;5;34;46
2390;17;34;47
2391;6;34;48
2392;12;34;49
2393;6;34;50
2394;6;34;51
2395;4;34;52
2396;4;34;53
2397;4;34;54
2398;20;34;55
2399;10;34;56
2400;10;34;57
2401;7;34;58
2402;7;34;59
2403;8;34;60
2404;13;34;61
2405;10;34;62
2406;14;34;63
2407;5;34;64
2408;10;34;65
2409;5;34;66
2410;18;34;67
2411;16;34;68
2412;20;34;69
2413;7;34;70
2414;12;34;71
2415;6;35;1
2416;16;35;2
2417;20;35;3
2418;5;35;4
2419;10;35;5
2420;17;35;6
2421;5;35;7
2422;11;35;8
2423;19;35;9
2424;14;35;10
2425;13;35;11
2426;8;35;12
2427;4;35;13
2428;18;35;14
2429;13;35;15
2430;12;35;16
2431;10;35;17
2432;14;35;18
2433;19;35;19
2434;12;35;20
2435;19;35;21
2436;9;35;22
2437;18;35;23
2438;20;35;24
2439;5;35;25
2440;8;35;26
2441;11;35;27
2442;19;35;28
2443;17;35;29
2444;16;35;30
2445;7;35;31
2446;16;35;32
2447;7;35;33
2448;12;35;34
2449;20;35;35
2450;11;35;36
2451;5;35;37
2452;15;35;38
2453;4;35;39
2454;12;35;40
2455;5;35;41
2456;17;35;42
2457;10;35;43
2458;15;35;44
2459;19;35;45
2460;4;35;46
2461;6;35;47
2462;7;35;48
2463;6;35;49
2464;12;35;50
2465;17;35;51
2466;16;35;52
2467;6;35;53
2468;5;35;54
2469;11;35;55
2470;10;35;56
2471;13;35;57
2472;13;35;58
2473;13;35;59
2474;14;35;60
2475;13;35;61
2476;5;35;62
2477;16;35;63
2478;16;35;64
2479;15;35;65
2480;17;35;66
2481;18;35;67
2482;4;35;68
2483;16;35;69
2484;12;35;70
2485;6;35;71
2486;5;36;1
2487;8;36;2
2488;11;36;3
2489;9;36;4
2490;7;36;5
2491;19;36;6
2492;4;36;7
2493;11;36;8
2494;17;36;9
2495;20;36;10
2496;9;36;11
2497;11;36;12
2498;7;36;13
2499;19;36;14
2500;14;36;15
2501;17;36;16
2502;10;36;17
2503;18;36;18
2504;8;36;19
2505;18;36;20
2506;15;36;21
2507;18;36;22
2508;14;36;23
2509;8;36;24
2510;11;36;25
2511;9;36;26
2512;9;36;27
2513;20;36;28
2514;8;36;29
2515;16;36;30
2516;19;36;31
2517;16;36;32
2518;5;36;33
2519;11;36;34
2520;5;36;35
2521;8;36;36
2522;8;36;37
2523;15;36;38
2524;19;36;39
2525;20;36;40
2526;6;36;41
2527;5;36;42
2528;5;36;43
2529;18;36;44
2530;12;36;45
2531;15;36;46
2532;20;36;47
2533;20;36;48
2534;7;36;49
2535;12;36;50
2536;13;36;51
2537;9;36;52
2538;11;36;53
2539;16;36;54
2540;13;36;55
2541;13;36;56
2542;19;36;57
2543;7;36;58
2544;11;36;59
2545;18;36;60
2546;8;36;61
2547;15;36;62
2548;9;36;63
2549;11;36;64
2550;17;36;65
2551;6;36;66
2552;14;36;67
2553;15;36;68
2554;14;36;69
2555;5;36;70
2556;8;36;71
2557;5;37;1
2558;18;37;2
2559;14;37;3
2560;14;37;4
2561;13;37;5
2562;13;37;6
2563;4;37;7
2564;7;37;8
2565;6;37;9
2566;9;37;10
2567;10;37;11
2568;17;37;12
2569;4;37;13
2570;5;37;14
2571;17;37;15
2572;9;37;16
2573;4;37;17
2574;5;37;18
2575;5;37;19
2576;19;37;20
2577;12;37;21
2578;20;37;22
2579;5;37;23
2580;16;37;24
2581;14;37;25
2582;14;37;26
2583;8;37;27
2584;19;37;28
2585;16;37;29
2586;17;37;30
2587;5;37;31
2588;12;37;32
2589;18;37;33
2590;12;37;34
2591;9;37;35
2592;19;37;36
2593;14;37;37
2594;9;37;38
2595;7;37;39
2596;18;37;40
2597;15;37;41
2598;16;37;42
2599;7;37;43
2600;17;37;44
2601;18;37;45
2602;5;37;46
2603;20;37;47
2604;14;37;48
2605;10;37;49
2606;15;37;50
2607;10;37;51
2608;15;37;52
2609;16;37;53
2610;10;37;54
2611;14;37;55
2612;18;37;56
2613;20;37;57
2614;4;37;58
2615;16;37;59
2616;9;37;60
2617;7;37;61
2618;4;37;62
2619;14;37;63
2620;4;37;64
2621;16;37;65
2622;6;37;66
2623;14;37;67
2624;13;37;68
2625;5;37;69
2626;19;37;70
2627;19;37;71
2628;9;38;1
2629;4;38;2
2630;16;38;3
2631;17;38;4
2632;17;38;5
2633;13;38;6
2634;5;38;7
2635;14;38;8
2636;16;38;9
2637;14;38;10
2638;13;38;11
2639;11;38;12
2640;6;38;13
2641;5;38;14
2642;6;38;15
2643;14;38;16
2644;6;38;17
2645;14;38;18
2646;4;38;19
2647;17;38;20
2648;10;38;21
2649;7;38;22
2650;20;38;23
2651;15;38;24
2652;5;38;25
2653;20;38;26
2654;9;38;27
2655;15;38;28
2656;6;38;29
2657;20;38;30
2658;13;38;31
2659;20;38;32
2660;8;38;33
2661;15;38;34
2662;10;38;35
2663;7;38;36
2664;9;38;37
2665;10;38;38
2666;18;38;39
2667;7;38;40
2668;17;38;41
2669;13;38;42
2670;20;38;43
2671;17;38;44
2672;15;38;45
2673;9;38;46
2674;19;38;47
2675;5;38;48
2676;16;38;49
2677;16;38;50
2678;14;38;51
2679;9;38;52
2680;18;38;53
2681;4;38;54
2682;6;38;55
2683;18;38;56
2684;16;38;57
2685;11;38;58
2686;11;38;59
2687;8;38;60
2688;12;38;61
2689;11;38;62
2690;4;38;63
2691;11;38;64
2692;19;38;65
2693;12;38;66
2694;18;38;67
2695;7;38;68
2696;18;38;69
2697;18;38;70
2698;9;38;71
2699;9;39;1
2700;6;39;2
2701;9;39;3
2702;12;39;4
2703;16;39;5
2704;13;39;6
2705;5;39;7
2706;17;39;8
2707;5;39;9
2708;7;39;10
2709;14;39;11
2710;5;39;12
2711;13;39;13
2712;12;39;14
2713;17;39;15
2714;14;39;16
2715;16;39;17
2716;17;39;18
2717;10;39;19
2718;14;39;20
2719;14;39;21
2720;16;39;22
2721;20;39;23
2722;16;39;24
2723;7;39;25
2724;5;39;26
2725;9;39;27
2726;5;39;28
2727;5;39;29
2728;11;39;30
2729;5;39;31
2730;11;39;32
2731;20;39;33
2732;20;39;34
2733;8;39;35
2734;11;39;36
2735;20;39;37
2736;8;39;38
2737;5;39;39
2738;16;39;40
2739;16;39;41
2740;15;39;42
2741;17;39;43
2742;16;39;44
2743;16;39;45
2744;15;39;46
2745;18;39;47
2746;8;39;48
2747;19;39;49
2748;6;39;50
2749;7;39;51
2750;19;39;52
2751;9;39;53
2752;8;39;54
2753;14;39;55
2754;7;39;56
2755;4;39;57
2756;19;39;58
2757;6;39;59
2758;6;39;60
2759;10;39;61
2760;8;39;62
2761;19;39;63
2762;6;39;64
2763;20;39;65
2764;20;39;66
2765;6;39;67
2766;13;39;68
2767;20;39;69
2768;12;39;70
2769;6;39;71
2770;10;40;1
2771;6;40;2
2772;15;40;3
2773;12;40;4
2774;5;40;5
2775;14;40;6
2776;18;40;7
2777;4;40;8
2778;18;40;9
2779;17;40;10
2780;16;40;11
2781;16;40;12
2782;19;40;13
2783;18;40;14
2784;6;40;15
2785;16;40;16
2786;11;40;17
2787;17;40;18
2788;9;40;19
2789;8;40;20
2790;8;40;21
2791;19;40;22
2792;17;40;23
2793;10;40;24
2794;9;40;25
2795;20;40;26
2796;18;40;27
2797;15;40;28
2798;16;40;29
2799;11;40;30
2800;5;40;31
2801;6;40;32
2802;18;40;33
2803;6;40;34
2804;15;40;35
2805;18;40;36
2806;14;40;37
2807;20;40;38
2808;12;40;39
2809;20;40;40
2810;6;40;41
2811;9;40;42
2812;20;40;43
2813;8;40;44
2814;6;40;45
2815;6;40;46
2816;20;40;47
2817;12;40;48
2818;19;40;49
2819;15;40;50
2820;4;40;51
2821;8;40;52
2822;11;40;53
2823;11;40;54
2824;18;40;55
2825;19;40;56
2826;18;40;57
2827;13;40;58
2828;15;40;59
2829;14;40;60
2830;5;40;61
2831;14;40;62
2832;15;40;63
2833;16;40;64
2834;11;40;65
2835;9;40;66
2836;17;40;67
2837;13;40;68
2838;12;40;69
2839;17;40;70
2840;10;40;71
2841;17;41;1
2842;4;41;2
2843;14;41;3
2844;16;41;4
2845;19;41;5
2846;14;41;6
2847;11;41;7
2848;9;41;8
2849;10;41;9
2850;16;41;10
2851;8;41;11
2852;15;41;12
2853;8;41;13
2854;4;41;14
2855;9;41;15
2856;11;41;16
2857;20;41;17
2858;5;41;18
2859;12;41;19
2860;14;41;20
2861;6;41;21
2862;10;41;22
2863;16;41;23
2864;8;41;24
2865;19;41;25
2866;14;41;26
2867;9;41;27
2868;8;41;28
2869;18;41;29
2870;9;41;30
2871;16;41;31
2872;6;41;32
2873;15;41;33
2874;5;41;34
2875;12;41;35
2876;5;41;36
2877;18;41;37
2878;11;41;38
2879;11;41;39
2880;7;41;40
2881;5;41;41
2882;7;41;42
2883;16;41;43
2884;20;41;44
2885;20;41;45
2886;16;41;46
2887;13;41;47
2888;5;41;48
2889;9;41;49
2890;9;41;50
2891;6;41;51
2892;10;41;52
2893;9;41;53
2894;19;41;54
2895;7;41;55
2896;10;41;56
2897;18;41;57
2898;8;41;58
2899;13;41;59
2900;18;41;60
2901;9;41;61
2902;16;41;62
2903;13;41;63
2904;18;41;64
2905;10;41;65
2906;20;41;66
2907;15;41;67
2908;16;41;68
2909;14;41;69
2910;13;41;70
2911;18;41;71
2912;18;42;1
2913;14;42;2
2914;13;42;3
2915;5;42;4
2916;14;42;5
2917;14;42;6
2918;14;42;7
2919;7;42;8
2920;7;42;9
2921;8;42;10
2922;10;42;11
2923;7;42;12
2924;17;42;13
2925;14;42;14
2926;12;42;15
2927;17;42;16
2928;10;42;17
2929;12;42;18
2930;15;42;19
2931;7;42;20
2932;17;42;21
2933;5;42;22
2934;7;42;23
2935;13;42;24
2936;10;42;25
2937;9;42;26
2938;9;42;27
2939;16;42;28
2940;14;42;29
2941;20;42;30
2942;10;42;31
2943;14;42;32
2944;12;42;33
2945;11;42;34
2946;9;42;35
2947;7;42;36
2948;9;42;37
2949;8;42;38
2950;10;42;39
2951;10;42;40
2952;16;42;41
2953;18;42;42
2954;8;42;43
2955;5;42;44
2956;14;42;45
2957;10;42;46
2958;11;42;47
2959;12;42;48
2960;8;42;49
2961;9;42;50
2962;9;42;51
2963;4;42;52
2964;15;42;53
2965;14;42;54
2966;8;42;55
2967;16;42;56
2968;7;42;57
2969;13;42;58
2970;16;42;59
2971;4;42;60
2972;16;42;61
2973;6;42;62
2974;17;42;63
2975;6;42;64
2976;11;42;65
2977;19;42;66
2978;10;42;67
2979;9;42;68
2980;16;42;69
2981;7;42;70
2982;13;42;71
2983;20;43;1
2984;17;43;2
2985;17;43;3
2986;4;43;4
2987;9;43;5
2988;4;43;6
2989;4;43;7
2990;7;43;8
2991;17;43;9
2992;5;43;10
2993;12;43;11
2994;13;43;12
2995;4;43;13
2996;11;43;14
2997;19;43;15
2998;13;43;16
2999;8;43;17
3000;16;43;18
3001;8;43;19
3002;10;43;20
3003;16;43;21
3004;16;43;22
3005;4;43;23
3006;4;43;24
3007;10;43;25
3008;8;43;26
3009;10;43;27
3010;13;43;28
3011;7;43;29
3012;18;43;30
3013;11;43;31
3014;12;43;32
3015;15;43;33
3016;14;43;34
3017;5;43;35
3018;12;43;36
3019;11;43;37
3020;17;43;38
3021;16;43;39
3022;18;43;40
3023;15;43;41
3024;11;43;42
3025;4;43;43
3026;18;43;44
3027;17;43;45
3028;11;43;46
3029;10;43;47
3030;8;43;48
3031;16;43;49
3032;14;43;50
3033;17;43;51
3034;4;43;52
3035;19;43;53
3036;4;43;54
3037;15;43;55
3038;9;43;56
3039;5;43;57
3040;19;43;58
3041;10;43;59
3042;8;43;60
3043;5;43;61
3044;17;43;62
3045;4;43;63
3046;20;43;64
3047;8;43;65
3048;9;43;66
3049;12;43;67
3050;11;43;68
3051;14;43;69
3052;4;43;70
3053;13;43;71
3054;12;44;1
3055;7;44;2
3056;4;44;3
3057;18;44;4
3058;6;44;5
3059;13;44;6
3060;13;44;7
3061;20;44;8
3062;11;44;9
3063;18;44;10
3064;12;44;11
3065;10;44;12
3066;13;44;13
3067;18;44;14
3068;8;44;15
3069;10;44;16
3070;20;44;17
3071;20;44;18
3072;14;44;19
3073;5;44;20
3074;11;44;21
3075;9;44;22
3076;14;44;23
3077;13;44;24
3078;9;44;25
3079;11;44;26
3080;9;44;27
3081;15;44;28
3082;12;44;29
3083;16;44;30
3084;8;44;31
3085;14;44;32
3086;8;44;33
3087;19;44;34
3088;17;44;35
3089;10;44;36
3090;8;44;37
3091;5;44;38
3092;7;44;39
3093;10;44;40
3094;5;44;41
3095;11;44;42
3096;17;44;43
3097;13;44;44
3098;20;44;45
3099;18;44;46
3100;19;44;47
3101;18;44;48
3102;12;44;49
3103;4;44;50
3104;5;44;51
3105;14;44;52
3106;15;44;53
3107;6;44;54
3108;7;44;55
3109;20;44;56
3110;15;44;57
3111;11;44;58
3112;6;44;59
3113;19;44;60
3114;17;44;61
3115;10;44;62
3116;20;44;63
3117;19;44;64
3118;15;44;65
3119;6;44;66
3120;4;44;67
3121;12;44;68
3122;6;44;69
3123;19;44;70
3124;6;44;71
3125;10;45;1
3126;16;45;2
3127;15;45;3
3128;18;45;4
3129;19;45;5
3130;20;45;6
3131;19;45;7
3132;19;45;8
3133;17;45;9
3134;5;45;10
3135;17;45;11
3136;6;45;12
3137;4;45;13
3138;6;45;14
3139;6;45;15
3140;20;45;16
3141;7;45;17
3142;5;45;18
3143;17;45;19
3144;19;45;20
3145;9;45;21
3146;10;45;22
3147;15;45;23
3148;9;45;24
3149;10;45;25
3150;10;45;26
3151;11;45;27
3152;14;45;28
3153;16;45;29
3154;9;45;30
3155;16;45;31
3156;19;45;32
3157;12;45;33
3158;4;45;34
3159;16;45;35
3160;7;45;36
3161;13;45;37
3162;13;45;38
3163;9;45;39
3164;5;45;40
3165;18;45;41
3166;10;45;42
3167;13;45;43
3168;20;45;44
3169;14;45;45
3170;14;45;46
3171;8;45;47
3172;5;45;48
3173;12;45;49
3174;19;45;50
3175;12;45;51
3176;16;45;52
3177;18;45;53
3178;20;45;54
3179;8;45;55
3180;15;45;56
3181;7;45;57
3182;6;45;58
3183;5;45;59
3184;18;45;60
3185;17;45;61
3186;20;45;62
3187;17;45;63
3188;5;45;64
3189;4;45;65
3190;4;45;66
3191;9;45;67
3192;8;45;68
3193;18;45;69
3194;5;45;70
3195;10;45;71
3196;17;46;1
3197;8;46;2
3198;9;46;3
3199;6;46;4
3200;11;46;5
3201;15;46;6
3202;9;46;7
3203;6;46;8
3204;19;46;9
3205;10;46;10
3206;6;46;11
3207;12;46;12
3208;6;46;13
3209;6;46;14
3210;18;46;15
3211;15;46;16
3212;19;46;17
3213;16;46;18
3214;15;46;19
